Frame,Visibility,X,Y,Hit,Hit_position_x,Hit_position_y,Top_x,Top_y,Bot_x,Bot_y,Top_box_lefttop,Top_box_rightbot,Bot_box_lefttop,Bot_box_rightbot
263,1,567,369,0,0,0,177,274,101,437,"[352, 175]","[380, 271]","[116, 162]","[132, 203]"
264,1,553,401,0,0,0,176,273,111,432,"[352, 171]","[384, 271]","[117, 164]","[133, 205]"
265,1,546,434,Bot,476,646,177,273,105,434,"[352, 170]","[387, 272]","[119, 161]","[133, 204]"
266,1,597,405,0,0,0,182,272,93,438,"[353, 169]","[387, 274]","[119, 162]","[134, 202]"
267,1,716,403,0,0,0,177,272,85,438,"[353, 171]","[387, 272]","[123, 163]","[137, 201]"
268,1,824,377,0,0,0,179,272,96,433,"[353, 169]","[388, 273]","[122, 162]","[138, 203]"
269,1,909,361,0,0,0,182,272,202,386,"[353, 169]","[387, 274]","[123, 166]","[145, 229]"
270,1,985,352,0,0,0,184,272,99,430,"[353, 168]","[387, 275]","[124, 165]","[140, 204]"
271,1,1053,352,0,0,0,175,273,87,434,"[352, 171]","[387, 271]","[125, 163]","[141, 202]"
272,1,1117,361,0,0,0,177,272,102,426,"[354, 174]","[386, 272]","[127, 162]","[142, 205]"
273,1,1174,373,0,0,0,177,272,95,427,"[353, 170]","[387, 272]","[129, 164]","[144, 204]"
274,1,1223,394,0,0,0,174,273,77,433,"[353, 168]","[388, 271]","[131, 163]","[146, 201]"
275,1,1274,422,0,0,0,162,274,0,0,"[353, 173]","[388, 266]","[0, 0]","[0, 0]"
276,1,1393,534,Top,1404,845,164,273,0,0,"[356, 174]","[387, 267]","[0, 0]","[0, 0]"
277,1,1355,491,0,0,0,161,274,0,0,"[356, 177]","[388, 266]","[0, 0]","[0, 0]"
278,0,0,0,0,0,0,163,273,0,0,"[358, 177]","[389, 267]","[0, 0]","[0, 0]"
279,1,635,589,Bot,0,0,160,273,0,0,"[359, 182]","[388, 266]","[0, 0]","[0, 0]"
280,1,640,574,0,0,0,158,274,0,0,"[358, 178]","[389, 265]","[0, 0]","[0, 0]"
281,1,640,557,0,0,0,156,273,0,0,"[363, 175]","[390, 265]","[0, 0]","[0, 0]"
282,1,858,295,0,0,0,152,272,0,0,"[368, 171]","[390, 264]","[0, 0]","[0, 0]"
283,1,803,276,0,0,0,146,272,0,0,"[370, 174]","[392, 262]","[0, 0]","[0, 0]"
284,1,746,268,0,0,0,151,272,0,0,"[369, 172]","[393, 264]","[0, 0]","[0, 0]"
285,1,695,268,0,0,0,150,271,0,0,"[370, 176]","[396, 264]","[0, 0]","[0, 0]"
286,1,657,272,0,0,0,147,271,0,0,"[368, 177]","[399, 263]","[0, 0]","[0, 0]"
287,1,610,293,0,0,0,147,270,0,0,"[370, 177]","[400, 263]","[0, 0]","[0, 0]"
288,1,580,314,0,0,0,148,270,0,0,"[372, 178]","[401, 264]","[0, 0]","[0, 0]"
289,1,557,339,0,0,0,148,270,0,0,"[373, 177]","[401, 264]","[0, 0]","[0, 0]"
290,1,538,367,0,0,0,145,270,0,0,"[374, 178]","[402, 263]","[0, 0]","[0, 0]"
291,1,521,401,0,0,0,145,270,0,0,"[374, 177]","[402, 263]","[0, 0]","[0, 0]"
292,1,508,432,0,0,0,150,269,79,447,"[373, 178]","[402, 265]","[115, 167]","[133, 199]"
293,1,502,464,Bot,459,636,163,268,92,443,"[371, 172]","[403, 270]","[113, 170]","[130, 201]"
294,1,659,399,0,0,0,166,268,99,442,"[372, 171]","[403, 271]","[110, 170]","[130, 202]"
295,1,782,354,0,0,0,155,270,108,441,"[369, 173]","[399, 266]","[107, 169]","[127, 203]"
296,1,881,323,0,0,0,162,271,110,443,"[364, 173]","[395, 268]","[104, 168]","[125, 203]"
297,1,417,694,Bot,434,712,171,271,203,401,"[361, 169]","[393, 271]","[103, 166]","[127, 225]"
298,1,1034,289,0,0,0,171,271,114,445,"[361, 171]","[393, 271]","[102, 169]","[119, 203]"
299,1,1104,287,0,0,0,176,271,217,398,"[359, 167]","[393, 273]","[98, 168]","[122, 228]"
300,1,1166,293,0,0,0,173,272,215,400,"[358, 170]","[390, 271]","[97, 166]","[121, 227]"
301,1,1227,306,0,0,0,168,272,134,442,"[357, 170]","[390, 269]","[94, 170]","[115, 206]"
302,1,1278,327,0,0,0,164,272,140,440,"[360, 169]","[394, 268]","[94, 169]","[114, 207]"
303,1,1329,352,0,0,0,159,272,136,443,"[360, 167]","[393, 266]","[93, 170]","[113, 206]"
304,1,1374,388,0,0,0,152,272,136,443,"[361, 164]","[396, 264]","[93, 169]","[112, 206]"
305,1,1414,424,0,0,0,153,273,141,441,"[358, 165]","[398, 264]","[93, 169]","[112, 207]"
306,1,1446,468,Top,1427,829,147,273,141,441,"[356, 162]","[399, 262]","[93, 169]","[113, 207]"
307,0,0,0,0,0,0,135,274,145,438,"[360, 166]","[398, 258]","[94, 170]","[113, 208]"
308,1,1045,291,0,0,0,129,274,135,442,"[364, 170]","[397, 256]","[94, 169]","[114, 206]"
309,1,928,238,0,0,0,133,273,212,402,"[367, 167]","[401, 258]","[96, 165]","[120, 226]"
310,1,835,206,0,0,0,135,270,214,400,"[372, 166]","[407, 260]","[99, 167]","[120, 227]"
311,1,754,187,0,0,0,137,269,125,441,"[374, 171]","[411, 261]","[102, 168]","[117, 205]"
312,1,690,179,0,0,0,133,269,130,439,"[373, 171]","[416, 260]","[102, 168]","[117, 206]"
313,1,451,578,0,0,0,127,268,130,439,"[381, 176]","[418, 259]","[101, 168]","[117, 206]"
314,1,442,582,Bot,415,715,127,267,211,401,"[383, 171]","[418, 259]","[100, 167]","[120, 226]"
315,1,542,194,0,0,0,120,267,126,442,"[388, 167]","[418, 257]","[100, 168]","[116, 205]"
316,1,506,213,0,0,0,118,266,128,444,"[393, 166]","[420, 257]","[97, 170]","[115, 205]"
317,1,480,232,0,0,0,125,264,212,402,"[397, 165]","[422, 260]","[98, 168]","[119, 226]"
318,1,446,266,0,0,0,119,265,124,447,"[395, 167]","[425, 258]","[95, 172]","[114, 204]"
319,1,421,297,0,0,0,115,264,174,423,"[399, 170]","[425, 257]","[95, 173]","[115, 215]"
320,1,404,335,0,0,0,114,264,158,431,"[399, 169]","[426, 257]","[95, 173]","[113, 211]"
321,1,387,375,0,0,0,120,263,196,412,"[400, 169]","[427, 259]","[95, 172]","[117, 221]"
322,1,370,426,0,0,0,122,263,217,402,"[400, 174]","[429, 260]","[96, 169]","[116, 227]"
323,1,363,472,0,0,0,131,262,214,404,"[399, 172]","[430, 263]","[95, 171]","[116, 226]"
324,1,355,519,0,0,0,131,262,227,398,"[398, 173]","[430, 263]","[97, 171]","[114, 230]"
325,1,398,544,0,0,0,132,263,227,398,"[397, 173]","[429, 263]","[98, 169]","[113, 230]"
326,1,466,553,0,0,0,137,262,221,401,"[397, 175]","[428, 265]","[97, 171]","[114, 228]"
327,1,519,555,0,0,0,138,263,201,410,"[396, 176]","[427, 265]","[97, 172]","[114, 222]"
328,1,574,570,0,0,0,144,263,182,419,"[396, 176]","[424, 267]","[97, 173]","[114, 217]"
329,1,623,591,0,0,0,141,264,208,407,"[391, 177]","[419, 265]","[97, 169]","[114, 224]"
330,1,669,620,0,0,0,143,266,221,400,"[384, 172]","[417, 265]","[97, 167]","[115, 228]"
331,1,712,652,0,0,0,151,266,227,397,"[380, 172]","[414, 267]","[96, 167]","[116, 230]"
332,1,727,662,0,0,0,153,268,224,399,"[375, 174]","[410, 267]","[95, 168]","[116, 229]"
333,1,727,660,0,0,0,151,268,221,401,"[367, 174]","[414, 266]","[94, 168]","[116, 228]"
334,1,727,660,0,0,0,150,269,221,400,"[363, 174]","[412, 265]","[95, 168]","[117, 228]"
335,1,724,665,0,0,0,143,271,226,397,"[365, 175]","[406, 262]","[97, 166]","[117, 230]"
336,1,716,669,0,0,0,150,273,232,394,"[363, 170]","[392, 263]","[96, 166]","[119, 232]"
337,1,710,679,0,0,0,134,275,231,393,"[360, 171]","[391, 257]","[96, 169]","[121, 232]"
338,1,697,713,0,0,0,142,276,230,392,"[358, 166]","[386, 259]","[98, 171]","[123, 232]"
339,1,695,749,0,0,0,155,275,229,392,"[353, 170]","[385, 263]","[99, 170]","[123, 232]"
340,1,693,783,0,0,0,148,277,220,393,"[351, 174]","[381, 260]","[102, 173]","[127, 230]"
341,1,688,789,Bot,438,734,158,277,225,390,"[350, 176]","[377, 263]","[104, 171]","[128, 232]"
342,1,690,781,0,0,0,144,281,227,388,"[347, 174]","[368, 257]","[107, 170]","[129, 233]"
343,1,693,779,0,0,0,144,283,131,429,"[342, 176]","[364, 256]","[109, 171]","[128, 208]"
344,1,688,785,0,0,0,157,282,218,389,"[339, 172]","[359, 260]","[111, 169]","[133, 231]"
