Frame,Visibility,X,Y,Hit,Hit_position_x,Hit_position_y,Top_x,Top_y,Bot_x,Bot_y,Top_box_lefttop,Top_box_rightbot,Bot_box_lefttop,Bot_box_rightbot
263,1,667,382,0,0,0,118,285,120,438,"[343, 172]","[367, 248]","[106, 169]","[124, 205]"
264,1,750,356,0,0,0,122,285,121,439,"[342, 171]","[367, 249]","[105, 167]","[123, 205]"
265,1,816,348,0,0,0,132,284,111,444,"[340, 170]","[368, 252]","[105, 165]","[121, 203]"
266,1,881,344,0,0,0,132,284,101,449,"[338, 172]","[367, 252]","[104, 166]","[120, 201]"
267,1,937,348,0,0,0,136,284,119,443,"[338, 171]","[366, 253]","[102, 169]","[119, 204]"
268,1,988,361,0,0,0,142,284,124,441,"[339, 171]","[363, 255]","[101, 168]","[119, 205]"
269,1,1041,382,0,0,0,140,284,121,444,"[338, 170]","[363, 254]","[99, 168]","[118, 204]"
270,1,1087,407,0,0,0,143,284,133,441,"[338, 175]","[361, 255]","[97, 168]","[115, 206]"
271,1,1132,443,0,0,0,137,285,129,444,"[338, 176]","[363, 253]","[95, 167]","[114, 205]"
272,1,1175,485,Top,1319,804,140,285,114,452,"[336, 175]","[362, 254]","[94, 167]","[115, 202]"
273,0,0,0,0,0,0,141,285,114,452,"[335, 172]","[361, 254]","[94, 168]","[115, 202]"
274,0,0,0,0,0,0,144,285,120,450,"[334, 173]","[362, 255]","[94, 168]","[114, 203]"
275,0,0,0,0,0,0,141,285,130,445,"[335, 174]","[362, 254]","[94, 169]","[114, 205]"
276,1,854,301,0,0,0,140,285,124,447,"[338, 173]","[360, 254]","[95, 168]","[114, 204]"
277,1,797,276,0,0,0,146,284,133,441,"[340, 171]","[359, 256]","[97, 166]","[114, 206]"
278,1,754,268,0,0,0,143,284,132,441,"[340, 175]","[360, 255]","[99, 168]","[115, 206]"
279,1,712,266,0,0,0,141,283,136,437,"[339, 176]","[367, 255]","[101, 168]","[116, 207]"
280,1,682,272,0,0,0,139,282,134,437,"[341, 174]","[372, 255]","[103, 167]","[117, 207]"
281,1,659,282,0,0,0,144,281,172,417,"[343, 177]","[372, 257]","[103, 167]","[122, 217]"
282,1,637,297,0,0,0,146,280,210,398,"[345, 174]","[374, 258]","[103, 167]","[127, 227]"
283,1,620,318,0,0,0,142,280,127,432,"[346, 172]","[376, 257]","[109, 168]","[126, 207]"
284,1,605,344,0,0,0,136,280,121,433,"[348, 172]","[376, 255]","[112, 165]","[127, 206]"
285,1,591,371,0,0,0,139,280,107,435,"[350, 171]","[375, 256]","[116, 161]","[130, 204]"
286,1,582,403,0,0,0,135,280,105,434,"[350, 171]","[376, 255]","[118, 160]","[132, 204]"
287,1,572,437,0,0,0,141,279,99,436,"[350, 172]","[376, 257]","[119, 160]","[133, 203]"
288,1,569,466,Bot,491,633,142,279,79,440,"[349, 172]","[376, 257]","[122, 163]","[138, 200]"
289,0,0,0,0,0,0,136,280,83,437,"[349, 173]","[375, 255]","[123, 166]","[140, 201]"
290,1,656,428,0,0,0,144,279,94,433,"[348, 172]","[377, 258]","[124, 164]","[139, 203]"
291,1,729,377,0,0,0,147,279,97,429,"[348, 171]","[378, 259]","[127, 164]","[142, 204]"
292,1,790,348,0,0,0,147,278,96,428,"[349, 170]","[378, 259]","[128, 163]","[143, 204]"
293,1,845,325,0,0,0,155,277,78,433,"[351, 170]","[377, 262]","[130, 161]","[145, 201]"
294,1,894,310,0,0,0,155,277,66,438,"[351, 169]","[377, 262]","[130, 162]","[145, 199]"
295,1,958,306,0,0,0,151,277,70,434,"[352, 170]","[378, 261]","[132, 163]","[147, 200]"
296,1,998,310,0,0,0,146,278,69,434,"[351, 172]","[378, 259]","[133, 162]","[148, 200]"
297,1,1036,323,0,0,0,141,279,63,436,"[348, 170]","[380, 257]","[134, 161]","[148, 199]"
298,1,1073,342,0,0,0,147,279,57,439,"[345, 169]","[381, 259]","[133, 162]","[148, 198]"
299,1,1109,367,0,0,0,147,279,56,438,"[339, 164]","[386, 259]","[134, 161]","[149, 198]"
300,1,574,580,Bot,535,627,146,280,56,438,"[335, 164]","[386, 258]","[134, 162]","[149, 198]"
301,1,1170,432,0,0,0,147,280,56,438,"[334, 168]","[383, 258]","[134, 161]","[149, 198]"
302,1,1196,475,0,0,0,142,282,62,435,"[332, 170]","[380, 256]","[134, 161]","[150, 199]"
303,1,1223,521,0,0,0,145,283,62,435,"[332, 179]","[371, 256]","[134, 161]","[149, 199]"
304,1,1244,567,Top,1323,810,146,284,62,436,"[333, 179]","[367, 256]","[134, 161]","[149, 199]"
305,0,0,0,0,0,0,156,283,65,435,"[329, 176]","[365, 259]","[133, 161]","[148, 199]"
306,1,1068,464,0,0,0,150,284,69,434,"[331, 176]","[362, 257]","[133, 162]","[148, 200]"
307,1,969,394,0,0,0,142,286,74,431,"[332, 178]","[361, 254]","[134, 160]","[148, 201]"
308,1,894,352,0,0,0,145,285,77,431,"[330, 174]","[362, 255]","[132, 161]","[146, 201]"
309,1,829,318,0,0,0,145,285,81,431,"[330, 173]","[361, 255]","[130, 162]","[145, 201]"
310,1,782,299,0,0,0,137,287,85,432,"[331, 176]","[359, 252]","[128, 163]","[144, 202]"
311,1,737,289,0,0,0,134,287,86,433,"[332, 175]","[358, 251]","[127, 163]","[142, 202]"
312,1,701,287,0,0,0,137,287,88,434,"[331, 171]","[359, 252]","[125, 162]","[140, 202]"
313,1,663,295,0,0,0,142,286,89,435,"[332, 173]","[361, 254]","[124, 161]","[139, 202]"
314,1,639,301,0,0,0,147,284,84,437,"[334, 170]","[361, 256]","[123, 162]","[139, 201]"
315,1,616,318,0,0,0,139,286,78,440,"[333, 170]","[361, 253]","[123, 164]","[138, 200]"
316,1,591,344,0,0,0,140,285,68,446,"[335, 169]","[364, 254]","[121, 163]","[136, 198]"
317,1,572,365,0,0,0,130,285,58,453,"[338, 173]","[366, 251]","[119, 162]","[134, 196]"
318,1,555,399,0,0,0,129,285,71,448,"[339, 172]","[366, 251]","[118, 163]","[134, 198]"
319,1,542,432,0,0,0,132,284,72,449,"[338, 171]","[367, 252]","[117, 162]","[133, 198]"
320,1,527,481,Bot,465,639,132,284,97,440,"[338, 169]","[369, 252]","[114, 165]","[132, 202]"
321,0,0,0,0,0,0,132,284,105,440,"[338, 171]","[367, 252]","[110, 169]","[130, 203]"
322,1,718,447,0,0,0,128,284,205,395,"[339, 170]","[369, 251]","[107, 168]","[135, 227]"
323,1,814,424,0,0,0,129,285,125,436,"[339, 170]","[367, 251]","[107, 169]","[123, 206]"
324,1,899,420,0,0,0,132,284,121,439,"[339, 173]","[366, 252]","[105, 170]","[123, 205]"
325,1,971,415,0,0,0,136,284,126,436,"[339, 176]","[365, 253]","[105, 168]","[123, 206]"
326,1,410,705,Bot,431,715,142,284,208,400,"[338, 178]","[364, 255]","[104, 167]","[124, 226]"
327,1,1096,430,0,0,0,145,283,123,440,"[339, 178]","[363, 256]","[103, 170]","[119, 205]"
328,1,1153,449,0,0,0,152,283,214,400,"[338, 178]","[361, 258]","[102, 166]","[119, 227]"
329,1,1204,475,0,0,0,149,284,130,439,"[337, 179]","[361, 257]","[101, 170]","[117, 206]"
330,1,1251,504,0,0,0,149,284,136,438,"[337, 179]","[361, 257]","[100, 167]","[116, 207]"
331,1,1291,538,Top,1319,810,146,284,126,442,"[338, 175]","[360, 256]","[100, 166]","[117, 205]"
332,0,0,0,0,0,0,139,284,131,440,"[340, 175]","[363, 254]","[100, 167]","[117, 206]"
333,1,1002,407,0,0,0,146,284,135,437,"[338, 175]","[360, 256]","[101, 167]","[117, 207]"
334,1,909,367,0,0,0,157,282,129,439,"[339, 172]","[359, 260]","[102, 166]","[118, 206]"
335,1,841,344,0,0,0,163,282,134,437,"[338, 171]","[360, 262]","[102, 167]","[118, 207]"
336,1,780,331,0,0,0,160,282,134,436,"[340, 169]","[359, 261]","[103, 166]","[118, 207]"
337,1,735,320,0,0,0,152,283,124,441,"[341, 171]","[357, 258]","[103, 167]","[118, 205]"
338,1,691,327,0,0,0,152,283,124,441,"[341, 171]","[358, 258]","[103, 166]","[118, 205]"
339,1,419,491,0,0,0,146,284,100,448,"[340, 172]","[358, 256]","[105, 167]","[123, 201]"
340,1,410,496,Bot,432,636,154,283,99,448,"[340, 170]","[359, 259]","[106, 167]","[123, 201]"
341,1,608,367,0,0,0,158,283,114,440,"[337, 172]","[359, 260]","[107, 168]","[124, 204]"
342,1,586,394,0,0,0,155,283,114,440,"[337, 172]","[361, 259]","[107, 168]","[124, 204]"
343,1,567,422,0,0,0,153,282,113,439,"[339, 173]","[366, 259]","[108, 169]","[125, 204]"
344,1,553,449,0,0,0,162,280,113,439,"[340, 169]","[369, 263]","[109, 166]","[125, 204]"
345,1,561,479,0,0,0,164,279,201,399,"[341, 171]","[372, 264]","[105, 166]","[131, 225]"
346,1,559,576,0,0,0,167,277,197,400,"[343, 171]","[379, 266]","[106, 166]","[131, 224]"
347,1,542,605,Bot,455,652,181,275,120,433,"[344, 167]","[381, 272]","[111, 168]","[130, 206]"
348,1,884,356,0,0,0,180,274,103,439,"[346, 168]","[381, 272]","[111, 171]","[132, 203]"
349,1,960,339,0,0,0,172,275,200,395,"[349, 171]","[382, 269]","[113, 167]","[134, 226]"
350,1,1022,335,0,0,0,167,275,112,433,"[348, 172]","[382, 267]","[115, 168]","[132, 205]"
351,1,1085,335,0,0,0,172,275,106,435,"[350, 174]","[381, 269]","[116, 168]","[132, 204]"
352,1,1149,344,0,0,0,170,275,111,432,"[350, 175]","[380, 268]","[116, 167]","[133, 205]"
353,1,1196,358,0,0,0,162,276,107,435,"[349, 175]","[381, 265]","[114, 168]","[133, 204]"
354,1,1244,382,0,0,0,154,277,102,437,"[349, 172]","[382, 262]","[114, 168]","[133, 203]"
355,1,1285,409,0,0,0,153,276,101,437,"[351, 172]","[384, 262]","[115, 167]","[133, 203]"
356,1,1329,443,0,0,0,144,277,96,440,"[353, 170]","[383, 259]","[115, 166]","[132, 202]"
357,1,1361,483,Top,1400,807,131,278,96,440,"[355, 172]","[386, 255]","[116, 163]","[131, 202]"
358,0,0,0,0,0,0,137,277,96,440,"[356, 168]","[387, 257]","[116, 163]","[131, 202]"
359,1,1141,426,0,0,0,137,277,102,438,"[357, 165]","[385, 257]","[115, 163]","[131, 203]"
360,0,0,0,0,0,0,139,276,107,435,"[357, 166]","[386, 258]","[115, 163]","[131, 204]"
361,1,896,354,0,0,0,137,277,112,433,"[357, 166]","[386, 257]","[116, 164]","[131, 205]"
362,1,816,344,0,0,0,138,276,112,433,"[361, 165]","[386, 258]","[116, 164]","[131, 205]"
363,1,756,337,0,0,0,136,274,117,431,"[367, 170]","[388, 258]","[116, 164]","[131, 206]"
364,1,523,504,Bot,465,646,124,275,107,435,"[369, 172]","[389, 254]","[115, 166]","[131, 204]"
365,0,0,0,0,0,0,132,274,107,435,"[368, 172]","[391, 257]","[115, 165]","[131, 204]"
366,1,627,361,0,0,0,140,273,108,436,"[369, 170]","[392, 260]","[115, 165]","[130, 204]"
367,1,457,496,Bot,461,642,141,273,103,438,"[368, 168]","[392, 260]","[114, 164]","[130, 203]"
368,1,569,399,0,0,0,138,273,102,438,"[367, 170]","[393, 259]","[115, 165]","[131, 203]"
369,1,546,424,0,0,0,143,272,97,440,"[368, 166]","[395, 261]","[115, 164]","[131, 202]"
370,1,535,466,Bot,466,639,136,273,96,440,"[367, 170]","[399, 259]","[115, 166]","[132, 202]"
371,1,640,394,0,0,0,124,273,96,440,"[367, 171]","[402, 255]","[115, 167]","[132, 202]"
372,1,712,365,0,0,0,125,272,108,436,"[371, 171]","[402, 256]","[114, 168]","[131, 204]"
373,1,782,344,0,0,0,131,272,103,438,"[371, 171]","[403, 258]","[113, 168]","[131, 203]"
374,1,843,331,0,0,0,139,271,98,441,"[371, 172]","[404, 261]","[113, 168]","[131, 202]"
375,1,538,603,Bot,465,639,130,271,97,440,"[372, 173]","[405, 258]","[114, 167]","[132, 202]"
376,1,945,331,0,0,0,130,271,96,439,"[373, 176]","[404, 258]","[115, 167]","[133, 202]"
377,1,996,348,0,0,0,130,271,102,437,"[373, 175]","[404, 258]","[115, 168]","[132, 203]"
378,1,1041,365,0,0,0,124,272,108,436,"[374, 174]","[403, 256]","[113, 169]","[131, 204]"
379,1,1085,392,0,0,0,122,272,103,439,"[372, 175]","[403, 255]","[112, 169]","[131, 203]"
380,1,1123,426,0,0,0,131,272,109,436,"[371, 173]","[403, 258]","[112, 169]","[131, 204]"
381,1,1158,462,0,0,0,139,272,115,435,"[367, 176]","[398, 260]","[111, 170]","[130, 205]"
382,1,1208,532,0,0,0,150,273,120,433,"[361, 169]","[396, 263]","[111, 169]","[130, 206]"
383,1,1238,584,0,0,0,156,272,115,435,"[359, 168]","[395, 265]","[111, 169]","[130, 205]"
384,1,1262,635,Top,1408,826,147,275,109,437,"[347, 173]","[398, 261]","[112, 169]","[130, 204]"
385,1,1151,561,0,0,0,149,276,114,434,"[344, 174]","[395, 261]","[112, 168]","[130, 205]"
386,1,1089,508,0,0,0,135,280,112,433,"[345, 180]","[382, 255]","[115, 166]","[132, 205]"
387,1,1039,475,0,0,0,139,280,105,434,"[344, 178]","[379, 256]","[117, 165]","[133, 204]"
388,1,1000,456,0,0,0,140,281,105,434,"[345, 174]","[375, 256]","[118, 165]","[133, 204]"
389,1,966,449,0,0,0,132,282,154,410,"[344, 172]","[373, 253]","[118, 168]","[138, 216]"
390,1,937,447,0,0,0,124,284,204,387,"[345, 171]","[368, 250]","[119, 171]","[143, 229]"
391,1,913,453,0,0,0,121,285,203,386,"[346, 172]","[365, 249]","[121, 171]","[146, 229]"
392,1,890,462,0,0,0,121,285,197,386,"[346, 172]","[365, 249]","[125, 169]","[148, 228]"
393,1,875,479,0,0,0,121,284,0,0,"[346, 174]","[366, 249]","[0, 0]","[0, 0]"
394,1,860,500,0,0,0,124,284,0,0,"[346, 171]","[367, 250]","[0, 0]","[0, 0]"
395,1,848,523,0,0,0,126,283,0,0,"[346, 169]","[370, 251]","[0, 0]","[0, 0]"
396,1,839,551,0,0,0,126,283,0,0,"[346, 169]","[371, 251]","[0, 0]","[0, 0]"
397,1,829,578,0,0,0,127,282,0,0,"[347, 170]","[376, 252]","[0, 0]","[0, 0]"
398,1,824,610,0,0,0,126,281,0,0,"[348, 170]","[378, 252]","[0, 0]","[0, 0]"
399,1,818,639,0,0,0,132,280,0,0,"[348, 169]","[381, 254]","[0, 0]","[0, 0]"
400,1,822,656,Top,1380,810,137,279,0,0,"[350, 171]","[380, 256]","[0, 0]","[0, 0]"
401,1,826,654,0,0,0,142,278,11,401,"[351, 169]","[381, 258]","[188, 170]","[209, 199]"
402,1,684,637,0,0,0,136,278,25,392,"[352, 171]","[383, 256]","[194, 170]","[213, 202]"
403,0,0,0,0,0,0,139,278,0,0,"[353, 171]","[383, 257]","[0, 0]","[0, 0]"
404,0,0,0,0,0,0,133,278,0,0,"[352, 171]","[384, 255]","[0, 0]","[0, 0]"
405,0,0,0,0,0,0,136,278,0,0,"[352, 169]","[384, 256]","[0, 0]","[0, 0]"
406,0,0,0,0,0,0,133,279,0,0,"[351, 170]","[384, 255]","[0, 0]","[0, 0]"
407,0,0,0,0,0,0,133,279,0,0,"[351, 170]","[383, 255]","[0, 0]","[0, 0]"
408,0,0,0,0,0,0,125,280,0,0,"[351, 172]","[379, 252]","[0, 0]","[0, 0]"
409,0,0,0,0,0,0,123,281,0,0,"[350, 171]","[378, 251]","[0, 0]","[0, 0]"
410,0,0,0,0,0,0,123,281,0,0,"[349, 170]","[377, 251]","[0, 0]","[0, 0]"
